[2026-01-16T01:53:19.152Z] ACCESS: superadmin@ev.com | URL: /clinics | TokenRole: undefined
[2026-01-24T10:57:10.632Z] ACCESS: admin@ev-clinic.com | URL: /booking-config | TokenRole: ADMIN
[2026-01-24T10:57:15.970Z] ACCESS: superadmin@ev.com | URL: /clinics | TokenRole: SUPER_ADMIN
[2026-01-24T10:57:15.977Z] ACCESS: superadmin@ev.com | URL: /staff | TokenRole: SUPER_ADMIN
[2026-01-24T10:57:16.907Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T10:57:17.006Z] ACCESS: superadmin@ev.com | URL: /dashboard/stats | TokenRole: SUPER_ADMIN
[2026-01-24T10:57:17.034Z] ACCESS: superadmin@ev.com | URL: /clinics | TokenRole: SUPER_ADMIN
[2026-01-24T10:57:17.039Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T10:57:17.044Z] ACCESS: superadmin@ev.com | URL: /alerts | TokenRole: SUPER_ADMIN
[2026-01-24T10:57:17.052Z] ACCESS: superadmin@ev.com | URL: /staff | TokenRole: SUPER_ADMIN
[2026-01-24T10:57:17.125Z] ACCESS: superadmin@ev.com | URL: /alerts | TokenRole: SUPER_ADMIN
[2026-01-24T10:57:17.240Z] ACCESS: superadmin@ev.com | URL: /dashboard/stats | TokenRole: SUPER_ADMIN
[2026-01-24T10:57:18.506Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T10:57:18.527Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:09:50.651Z] ACCESS: superadmin@ev.com | URL: /clinics | TokenRole: SUPER_ADMIN
[2026-01-24T11:09:50.657Z] ACCESS: superadmin@ev.com | URL: /staff | TokenRole: SUPER_ADMIN
[2026-01-24T11:09:50.936Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:09:50.946Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:09:50.970Z] ACCESS: superadmin@ev.com | URL: /clinics | TokenRole: SUPER_ADMIN
[2026-01-24T11:09:50.972Z] ACCESS: superadmin@ev.com | URL: /staff | TokenRole: SUPER_ADMIN
[2026-01-24T11:09:50.974Z] ACCESS: superadmin@ev.com | URL: /dashboard/stats | TokenRole: SUPER_ADMIN
[2026-01-24T11:09:50.983Z] ACCESS: superadmin@ev.com | URL: /alerts | TokenRole: SUPER_ADMIN
[2026-01-24T11:09:50.993Z] ACCESS: superadmin@ev.com | URL: /dashboard/stats | TokenRole: SUPER_ADMIN
[2026-01-24T11:09:50.995Z] ACCESS: superadmin@ev.com | URL: /alerts | TokenRole: SUPER_ADMIN
[2026-01-24T11:09:52.977Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:09:53.098Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:09:54.968Z] ACCESS: superadmin@ev.com | URL: /impersonate/clinic | TokenRole: SUPER_ADMIN
[2026-01-24T11:09:55.514Z] ACCESS: admin@ev-clinic.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-24T11:09:55.534Z] ACCESS: admin@ev-clinic.com | URL: /notifications | TokenRole: ADMIN
[2026-01-24T11:09:55.537Z] ACCESS: admin@ev-clinic.com | URL: / | TokenRole: ADMIN
[2026-01-24T11:09:55.541Z] ACCESS: admin@ev-clinic.com | URL: /stats | TokenRole: ADMIN
[2026-01-24T11:09:55.553Z] ACCESS: admin@ev-clinic.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-24T11:09:55.573Z] ACCESS: admin@ev-clinic.com | URL: /stats | TokenRole: ADMIN
[2026-01-24T11:09:55.581Z] ACCESS: admin@ev-clinic.com | URL: /staff | TokenRole: ADMIN
[2026-01-24T11:09:55.585Z] ACCESS: admin@ev-clinic.com | URL: /patients | TokenRole: ADMIN
[2026-01-24T11:09:55.599Z] ACCESS: admin@ev-clinic.com | URL: /appointments | TokenRole: ADMIN
[2026-01-24T11:09:55.605Z] ACCESS: admin@ev-clinic.com | URL: /templates | TokenRole: ADMIN
[2026-01-24T11:09:55.608Z] ACCESS: admin@ev-clinic.com | URL: /invoices | TokenRole: ADMIN
[2026-01-24T11:09:55.618Z] ACCESS: admin@ev-clinic.com | URL: /booking-config | TokenRole: ADMIN
[2026-01-24T11:10:13.092Z] ACCESS: admin@ev-clinic.com | URL: /select-clinic | TokenRole: ADMIN
[2026-01-24T11:10:13.104Z] ACCESS: admin@ev-clinic.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-24T11:10:13.124Z] ACCESS: admin@ev-clinic.com | URL: / | TokenRole: ADMIN
[2026-01-24T11:10:13.127Z] ACCESS: admin@ev-clinic.com | URL: /notifications | TokenRole: ADMIN
[2026-01-24T11:10:13.347Z] ACCESS: admin@ev-clinic.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-24T11:10:13.361Z] ACCESS: admin@ev-clinic.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-24T11:10:13.367Z] ACCESS: admin@ev-clinic.com | URL: / | TokenRole: ADMIN
[2026-01-24T11:10:13.368Z] ACCESS: admin@ev-clinic.com | URL: /notifications | TokenRole: ADMIN
[2026-01-24T11:10:13.369Z] ACCESS: admin@ev-clinic.com | URL: /stats | TokenRole: ADMIN
[2026-01-24T11:10:13.395Z] ACCESS: admin@ev-clinic.com | URL: /stats | TokenRole: ADMIN
[2026-01-24T11:10:13.398Z] ACCESS: admin@ev-clinic.com | URL: /staff | TokenRole: ADMIN
[2026-01-24T11:10:13.399Z] ACCESS: admin@ev-clinic.com | URL: /appointments | TokenRole: ADMIN
[2026-01-24T11:10:13.401Z] ACCESS: admin@ev-clinic.com | URL: /patients | TokenRole: ADMIN
[2026-01-24T11:10:13.402Z] ACCESS: admin@ev-clinic.com | URL: /templates | TokenRole: ADMIN
[2026-01-24T11:10:13.412Z] ACCESS: admin@ev-clinic.com | URL: /invoices | TokenRole: ADMIN
[2026-01-24T11:10:13.414Z] ACCESS: admin@ev-clinic.com | URL: /booking-config | TokenRole: ADMIN
[2026-01-24T11:10:17.883Z] ACCESS: superadmin@ev.com | URL: /clinics | TokenRole: SUPER_ADMIN
[2026-01-24T11:10:17.884Z] ACCESS: superadmin@ev.com | URL: /staff | TokenRole: SUPER_ADMIN
[2026-01-24T11:10:18.091Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:10:18.099Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:10:18.113Z] ACCESS: superadmin@ev.com | URL: /clinics | TokenRole: SUPER_ADMIN
[2026-01-24T11:10:18.114Z] ACCESS: superadmin@ev.com | URL: /staff | TokenRole: SUPER_ADMIN
[2026-01-24T11:10:18.115Z] ACCESS: superadmin@ev.com | URL: /dashboard/stats | TokenRole: SUPER_ADMIN
[2026-01-24T11:10:18.116Z] ACCESS: superadmin@ev.com | URL: /alerts | TokenRole: SUPER_ADMIN
[2026-01-24T11:10:18.129Z] ACCESS: superadmin@ev.com | URL: /alerts | TokenRole: SUPER_ADMIN
[2026-01-24T11:10:18.134Z] ACCESS: superadmin@ev.com | URL: /dashboard/stats | TokenRole: SUPER_ADMIN
[2026-01-24T11:10:21.856Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:10:21.869Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:10:24.467Z] ACCESS: superadmin@ev.com | URL: /impersonate/clinic | TokenRole: SUPER_ADMIN
[2026-01-24T11:10:24.812Z] ACCESS: admin@ev-clinic.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-24T11:10:24.843Z] ACCESS: admin@ev-clinic.com | URL: /stats | TokenRole: ADMIN
[2026-01-24T11:10:24.846Z] ACCESS: admin@ev-clinic.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-24T11:10:24.849Z] ACCESS: admin@ev-clinic.com | URL: /notifications | TokenRole: ADMIN
[2026-01-24T11:10:24.851Z] ACCESS: admin@ev-clinic.com | URL: / | TokenRole: ADMIN
[2026-01-24T11:10:24.873Z] ACCESS: admin@ev-clinic.com | URL: /stats | TokenRole: ADMIN
[2026-01-24T11:10:24.914Z] ACCESS: admin@ev-clinic.com | URL: /staff | TokenRole: ADMIN
[2026-01-24T11:10:24.917Z] ACCESS: admin@ev-clinic.com | URL: /patients | TokenRole: ADMIN
[2026-01-24T11:10:24.920Z] ACCESS: admin@ev-clinic.com | URL: /appointments | TokenRole: ADMIN
[2026-01-24T11:10:24.929Z] ACCESS: admin@ev-clinic.com | URL: /templates | TokenRole: ADMIN
[2026-01-24T11:10:24.931Z] ACCESS: admin@ev-clinic.com | URL: /booking-config | TokenRole: ADMIN
[2026-01-24T11:10:24.951Z] ACCESS: admin@ev-clinic.com | URL: /invoices | TokenRole: ADMIN
[2026-01-24T11:10:26.405Z] ACCESS: admin@ev-clinic.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-24T11:10:26.422Z] ACCESS: admin@ev-clinic.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-24T11:10:28.016Z] ACCESS: admin@ev-clinic.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-24T11:10:28.037Z] ACCESS: admin@ev-clinic.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-24T11:10:29.371Z] ACCESS: admin@ev-clinic.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-24T11:10:29.394Z] ACCESS: admin@ev-clinic.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-24T11:10:34.760Z] ACCESS: superadmin@ev.com | URL: /clinics | TokenRole: SUPER_ADMIN
[2026-01-24T11:10:34.762Z] ACCESS: superadmin@ev.com | URL: /staff | TokenRole: SUPER_ADMIN
[2026-01-24T11:10:34.985Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:10:34.997Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:10:35.013Z] ACCESS: superadmin@ev.com | URL: /clinics | TokenRole: SUPER_ADMIN
[2026-01-24T11:10:35.015Z] ACCESS: superadmin@ev.com | URL: /staff | TokenRole: SUPER_ADMIN
[2026-01-24T11:10:35.016Z] ACCESS: superadmin@ev.com | URL: /dashboard/stats | TokenRole: SUPER_ADMIN
[2026-01-24T11:10:35.017Z] ACCESS: superadmin@ev.com | URL: /alerts | TokenRole: SUPER_ADMIN
[2026-01-24T11:10:35.035Z] ACCESS: superadmin@ev.com | URL: /dashboard/stats | TokenRole: SUPER_ADMIN
[2026-01-24T11:10:35.040Z] ACCESS: superadmin@ev.com | URL: /alerts | TokenRole: SUPER_ADMIN
[2026-01-24T11:16:27.371Z] ACCESS: admin@ev-clinic.com | URL: /select-clinic | TokenRole: ADMIN
[2026-01-24T11:16:27.387Z] ACCESS: admin@ev-clinic.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-24T11:16:27.435Z] ACCESS: admin@ev-clinic.com | URL: / | TokenRole: ADMIN
[2026-01-24T11:16:27.436Z] ACCESS: admin@ev-clinic.com | URL: /notifications | TokenRole: ADMIN
[2026-01-24T11:16:27.750Z] ACCESS: admin@ev-clinic.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-24T11:16:27.759Z] ACCESS: admin@ev-clinic.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-24T11:16:27.775Z] ACCESS: admin@ev-clinic.com | URL: / | TokenRole: ADMIN
[2026-01-24T11:16:27.780Z] ACCESS: admin@ev-clinic.com | URL: /notifications | TokenRole: ADMIN
[2026-01-24T11:16:27.782Z] ACCESS: admin@ev-clinic.com | URL: /stats | TokenRole: ADMIN
[2026-01-24T11:16:27.805Z] ACCESS: admin@ev-clinic.com | URL: /patients | TokenRole: ADMIN
[2026-01-24T11:16:27.806Z] ACCESS: admin@ev-clinic.com | URL: /staff | TokenRole: ADMIN
[2026-01-24T11:16:27.807Z] ACCESS: admin@ev-clinic.com | URL: /appointments | TokenRole: ADMIN
[2026-01-24T11:16:27.808Z] ACCESS: admin@ev-clinic.com | URL: /templates | TokenRole: ADMIN
[2026-01-24T11:16:27.813Z] ACCESS: admin@ev-clinic.com | URL: /invoices | TokenRole: ADMIN
[2026-01-24T11:16:27.823Z] ACCESS: admin@ev-clinic.com | URL: /booking-config | TokenRole: ADMIN
[2026-01-24T11:16:27.824Z] ACCESS: admin@ev-clinic.com | URL: /stats | TokenRole: ADMIN
[2026-01-24T11:16:29.072Z] ACCESS: admin@ev-clinic.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-24T11:16:29.087Z] ACCESS: admin@ev-clinic.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-24T11:16:31.004Z] ACCESS: admin@ev-clinic.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-24T11:16:31.013Z] ACCESS: admin@ev-clinic.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-24T11:16:32.115Z] ACCESS: admin@ev-clinic.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-24T11:16:32.125Z] ACCESS: admin@ev-clinic.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-24T11:16:38.015Z] ACCESS: admin@ev-clinic.com | URL: /select-clinic | TokenRole: ADMIN
[2026-01-24T11:16:38.026Z] ACCESS: admin@ev-clinic.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-24T11:16:38.050Z] ACCESS: admin@ev-clinic.com | URL: / | TokenRole: ADMIN
[2026-01-24T11:16:38.051Z] ACCESS: admin@ev-clinic.com | URL: /notifications | TokenRole: ADMIN
[2026-01-24T11:16:38.281Z] ACCESS: admin@ev-clinic.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-24T11:16:38.296Z] ACCESS: admin@ev-clinic.com | URL: / | TokenRole: ADMIN
[2026-01-24T11:16:38.299Z] ACCESS: admin@ev-clinic.com | URL: /notifications | TokenRole: ADMIN
[2026-01-24T11:16:38.301Z] ACCESS: admin@ev-clinic.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-24T11:16:38.302Z] ACCESS: admin@ev-clinic.com | URL: /stats | TokenRole: ADMIN
[2026-01-24T11:16:38.315Z] ACCESS: admin@ev-clinic.com | URL: /stats | TokenRole: ADMIN
[2026-01-24T11:16:38.324Z] ACCESS: admin@ev-clinic.com | URL: /staff | TokenRole: ADMIN
[2026-01-24T11:16:38.331Z] ACCESS: admin@ev-clinic.com | URL: /patients | TokenRole: ADMIN
[2026-01-24T11:16:38.333Z] ACCESS: admin@ev-clinic.com | URL: /appointments | TokenRole: ADMIN
[2026-01-24T11:16:38.335Z] ACCESS: admin@ev-clinic.com | URL: /templates | TokenRole: ADMIN
[2026-01-24T11:16:38.336Z] ACCESS: admin@ev-clinic.com | URL: /booking-config | TokenRole: ADMIN
[2026-01-24T11:16:38.339Z] ACCESS: admin@ev-clinic.com | URL: /invoices | TokenRole: ADMIN
[2026-01-24T11:16:49.193Z] ACCESS: superadmin@ev.com | URL: /clinics | TokenRole: SUPER_ADMIN
[2026-01-24T11:16:49.196Z] ACCESS: superadmin@ev.com | URL: /staff | TokenRole: SUPER_ADMIN
[2026-01-24T11:16:49.370Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:16:49.379Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:16:49.394Z] ACCESS: superadmin@ev.com | URL: /clinics | TokenRole: SUPER_ADMIN
[2026-01-24T11:16:49.395Z] ACCESS: superadmin@ev.com | URL: /staff | TokenRole: SUPER_ADMIN
[2026-01-24T11:16:49.401Z] ACCESS: superadmin@ev.com | URL: /dashboard/stats | TokenRole: SUPER_ADMIN
[2026-01-24T11:16:49.403Z] ACCESS: superadmin@ev.com | URL: /alerts | TokenRole: SUPER_ADMIN
[2026-01-24T11:16:49.412Z] ACCESS: superadmin@ev.com | URL: /alerts | TokenRole: SUPER_ADMIN
[2026-01-24T11:16:49.417Z] ACCESS: superadmin@ev.com | URL: /dashboard/stats | TokenRole: SUPER_ADMIN
[2026-01-24T11:16:52.027Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:16:52.035Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:37:30.241Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:37:30.293Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:37:31.818Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:37:31.841Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:37:42.424Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:37:42.440Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:37:48.479Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:37:48.490Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:44:05.334Z] ACCESS: superadmin@ev.com | URL: /invoices?status=all&startDate=&endDate=&clinicId=&search= | TokenRole: SUPER_ADMIN
[2026-01-24T11:44:05.371Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:44:05.373Z] ACCESS: superadmin@ev.com | URL: /reports?status=all&startDate=&endDate=&clinicId= | TokenRole: SUPER_ADMIN
[2026-01-24T11:44:05.409Z] ACCESS: superadmin@ev.com | URL: /invoices?status=all&startDate=&endDate=&clinicId=&search= | TokenRole: SUPER_ADMIN
[2026-01-24T11:44:05.421Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:44:05.427Z] ACCESS: superadmin@ev.com | URL: /reports?status=all&startDate=&endDate=&clinicId= | TokenRole: SUPER_ADMIN
[2026-01-24T11:44:07.832Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:44:07.850Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:44:07.859Z] ACCESS: superadmin@ev.com | URL: /audit-logs? | TokenRole: SUPER_ADMIN
[2026-01-24T11:44:07.891Z] ACCESS: superadmin@ev.com | URL: /audit-logs? | TokenRole: SUPER_ADMIN
[2026-01-24T11:44:23.787Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:44:23.815Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:44:23.837Z] ACCESS: superadmin@ev.com | URL: /settings | TokenRole: SUPER_ADMIN
[2026-01-24T11:44:23.846Z] ACCESS: superadmin@ev.com | URL: /system/storage | TokenRole: SUPER_ADMIN
[2026-01-24T11:44:23.916Z] ACCESS: superadmin@ev.com | URL: /system/storage | TokenRole: SUPER_ADMIN
[2026-01-24T11:44:23.921Z] ACCESS: superadmin@ev.com | URL: /settings | TokenRole: SUPER_ADMIN
[2026-01-24T11:46:37.786Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:46:37.796Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:46:37.806Z] ACCESS: superadmin@ev.com | URL: /dashboard/stats | TokenRole: SUPER_ADMIN
[2026-01-24T11:46:37.807Z] ACCESS: superadmin@ev.com | URL: /alerts | TokenRole: SUPER_ADMIN
[2026-01-24T11:46:37.819Z] ACCESS: superadmin@ev.com | URL: /dashboard/stats | TokenRole: SUPER_ADMIN
[2026-01-24T11:46:37.821Z] ACCESS: superadmin@ev.com | URL: /alerts | TokenRole: SUPER_ADMIN
[2026-01-24T11:46:38.546Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:46:38.558Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:46:39.410Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:46:39.419Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:46:40.714Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:46:40.729Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:46:46.613Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:46:46.621Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:46:46.636Z] ACCESS: superadmin@ev.com | URL: /invoices?status=all&startDate=&endDate=&clinicId=&search= | TokenRole: SUPER_ADMIN
[2026-01-24T11:46:46.637Z] ACCESS: superadmin@ev.com | URL: /reports?status=all&startDate=&endDate=&clinicId= | TokenRole: SUPER_ADMIN
[2026-01-24T11:46:46.648Z] ACCESS: superadmin@ev.com | URL: /invoices?status=all&startDate=&endDate=&clinicId=&search= | TokenRole: SUPER_ADMIN
[2026-01-24T11:46:46.651Z] ACCESS: superadmin@ev.com | URL: /reports?status=all&startDate=&endDate=&clinicId= | TokenRole: SUPER_ADMIN
[2026-01-24T11:46:48.251Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:46:48.263Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:46:48.264Z] ACCESS: superadmin@ev.com | URL: /audit-logs? | TokenRole: SUPER_ADMIN
[2026-01-24T11:46:48.275Z] ACCESS: superadmin@ev.com | URL: /audit-logs? | TokenRole: SUPER_ADMIN
[2026-01-24T11:46:49.430Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:46:49.442Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-24T11:46:49.445Z] ACCESS: superadmin@ev.com | URL: /settings | TokenRole: SUPER_ADMIN
[2026-01-24T11:46:49.446Z] ACCESS: superadmin@ev.com | URL: /system/storage | TokenRole: SUPER_ADMIN
[2026-01-24T11:46:49.455Z] ACCESS: superadmin@ev.com | URL: /settings | TokenRole: SUPER_ADMIN
[2026-01-24T11:46:49.460Z] ACCESS: superadmin@ev.com | URL: /system/storage | TokenRole: SUPER_ADMIN
[2026-01-24T11:47:04.400Z] ACCESS: admin@ev-clinic.com | URL: /select-clinic | TokenRole: ADMIN
[2026-01-24T11:47:04.412Z] ACCESS: admin@ev-clinic.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-24T11:47:04.456Z] ACCESS: admin@ev-clinic.com | URL: / | TokenRole: ADMIN
[2026-01-24T11:47:04.458Z] ACCESS: admin@ev-clinic.com | URL: /notifications | TokenRole: ADMIN
[2026-01-24T11:47:04.474Z] ACCESS: admin@ev-clinic.com | URL: /staff | TokenRole: ADMIN
[2026-01-24T11:47:04.480Z] ACCESS: admin@ev-clinic.com | URL: /patients | TokenRole: ADMIN
[2026-01-24T11:47:04.482Z] ACCESS: admin@ev-clinic.com | URL: /appointments | TokenRole: ADMIN
[2026-01-24T11:47:04.483Z] ACCESS: admin@ev-clinic.com | URL: /templates | TokenRole: ADMIN
[2026-01-24T11:47:04.485Z] ACCESS: admin@ev-clinic.com | URL: /invoices | TokenRole: ADMIN
[2026-01-24T11:47:04.486Z] ACCESS: admin@ev-clinic.com | URL: /booking-config | TokenRole: ADMIN
[2026-01-24T11:47:04.815Z] ACCESS: admin@ev-clinic.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-24T11:47:04.824Z] ACCESS: admin@ev-clinic.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-24T11:47:04.843Z] ACCESS: admin@ev-clinic.com | URL: / | TokenRole: ADMIN
[2026-01-24T11:47:04.845Z] ACCESS: admin@ev-clinic.com | URL: /notifications | TokenRole: ADMIN
[2026-01-24T11:47:04.846Z] ACCESS: admin@ev-clinic.com | URL: /stats | TokenRole: ADMIN
[2026-01-24T11:47:04.872Z] ACCESS: admin@ev-clinic.com | URL: /staff | TokenRole: ADMIN
[2026-01-24T11:47:04.873Z] ACCESS: admin@ev-clinic.com | URL: /stats | TokenRole: ADMIN
[2026-01-24T11:47:04.874Z] ACCESS: admin@ev-clinic.com | URL: /patients | TokenRole: ADMIN
[2026-01-24T11:47:04.878Z] ACCESS: admin@ev-clinic.com | URL: /appointments | TokenRole: ADMIN
[2026-01-24T11:47:04.880Z] ACCESS: admin@ev-clinic.com | URL: /templates | TokenRole: ADMIN
[2026-01-24T11:47:04.881Z] ACCESS: admin@ev-clinic.com | URL: /invoices | TokenRole: ADMIN
[2026-01-24T11:47:04.890Z] ACCESS: admin@ev-clinic.com | URL: /booking-config | TokenRole: ADMIN
[2026-01-24T11:47:09.746Z] ACCESS: doctor@ev-clinic.com | URL: /select-clinic | TokenRole: DOCTOR
[2026-01-24T11:47:09.757Z] ACCESS: doctor@ev-clinic.com | URL: /clinics/my | TokenRole: DOCTOR
[2026-01-24T11:47:09.776Z] ACCESS: doctor@ev-clinic.com | URL: / | TokenRole: DOCTOR
[2026-01-24T11:47:09.777Z] ACCESS: doctor@ev-clinic.com | URL: /notifications | TokenRole: DOCTOR
[2026-01-24T11:47:09.791Z] ACCESS: doctor@ev-clinic.com | URL: /templates | TokenRole: DOCTOR
[2026-01-24T11:47:09.795Z] ACCESS: doctor@ev-clinic.com | URL: /patients | TokenRole: DOCTOR
[2026-01-24T11:47:09.994Z] ACCESS: doctor@ev-clinic.com | URL: /clinics/my | TokenRole: DOCTOR
[2026-01-24T11:47:10.003Z] ACCESS: doctor@ev-clinic.com | URL: /clinics/my | TokenRole: DOCTOR
[2026-01-24T11:47:10.015Z] ACCESS: doctor@ev-clinic.com | URL: /notifications | TokenRole: DOCTOR
[2026-01-24T11:47:10.016Z] ACCESS: doctor@ev-clinic.com | URL: / | TokenRole: DOCTOR
[2026-01-24T11:47:10.019Z] ACCESS: doctor@ev-clinic.com | URL: /queue | TokenRole: DOCTOR
[2026-01-24T11:47:10.021Z] ACCESS: doctor@ev-clinic.com | URL: /activities | TokenRole: DOCTOR
[2026-01-24T11:47:10.023Z] ACCESS: doctor@ev-clinic.com | URL: /stats | TokenRole: DOCTOR
[2026-01-24T11:47:10.034Z] ACCESS: doctor@ev-clinic.com | URL: /templates | TokenRole: DOCTOR
[2026-01-24T11:47:10.036Z] ACCESS: doctor@ev-clinic.com | URL: /patients | TokenRole: DOCTOR
[2026-01-24T11:47:10.043Z] ACCESS: doctor@ev-clinic.com | URL: /queue | TokenRole: DOCTOR
[2026-01-24T11:47:10.047Z] ACCESS: doctor@ev-clinic.com | URL: /activities | TokenRole: DOCTOR
